kernel,blksz_x,blksz_y,grdsz_x,grdsz_y,numele,inst_per_warp,warp_nonpred_execution_efficiency,inst_replay_overhead,gld_transactions_per_request,gld_transactions,gst_transactions,l2_read_transactions,l2_write_transactions,dram_read_transactions,dram_write_transactions,global_hit_rate,gld_requested_throughput,gst_requested_throughput,gld_throughput,gst_throughput,local_memory_overhead,tex_cache_hit_rate,l2_tex_read_hit_rate,l2_tex_write_hit_rate,dram_read_throughput,dram_write_throughput,tex_cache_throughput,l2_tex_read_throughput,l2_tex_write_throughput,l2_read_throughput,l2_write_throughput,sysmem_write_throughput,gld_efficiency,tex_cache_transactions,flop_count_sp,flop_count_sp_add,flop_count_sp_mul,inst_executed,inst_issued,stall_inst_fetch,stall_exec_dependency,stall_memory_dependency,stall_other,stall_constant_memory_dependency,stall_pipe_busy,inst_fp_32,inst_integer,inst_control,inst_compute_ld_st,inst_misc,issue_slots,cf_issued,cf_executed,ldst_issued,ldst_executed,l2_tex_read_transactions,stall_memory_throttle,stall_not_selected,l2_tex_write_transactions,ipc,issued_ipc,sm_efficiency,achieved_occupancy,eligible_warps_per_cycle,flop_sp_efficiency,duration,shared_load_transactions_per_request,shared_store_transactions_per_request,shared_store_transactions,shared_load_transactions,shared_load_throughput,shared_store_throughput,stall_texture,stall_sync,shared_efficiency,branch_efficiency,warp_execution_efficiency,local_load_transactions_per_request,local_store_transactions_per_request,gst_transactions_per_request,local_load_transactions,local_store_transactions,local_hit_rate,local_load_throughput,local_store_throughput,gst_efficiency,flop_count_sp_fma,flop_count_sp_special,inst_bit_convert
KernelVectorAddCBTrigILP4,-0.72194,-0.18226,-1.43615,-0.18830, 1.03486, 1.99961,-0.08299,-0.56229,-0.51160,-0.11850, 0.04762,-0.11340, 0.50258,-0.01128,-0.32915,-0.65013,-1.04119,-0.81916,-1.32805,-0.98789, 0.41148, 0.29945,-0.43741, 0.91252,-0.99660,-1.22136,-0.69601,-1.09230,-1.17998,-1.09720,-1.18002,-0.33230, 0.64892,-0.11876,-0.07237,-0.09752,-0.10761,-0.11117,-0.11213, 0.47214, 0.97859,-0.77422,-0.60068,-0.61048,-0.60821,-0.08365,-0.11542,-0.05582,-0.11607,-0.11216,-0.11213,-0.07157,-0.07157,-0.11611,-0.11611,-0.11349,-0.48773,-0.48628, 0.50258,-0.56336,-1.63671,-2.42903,-1.62067,-0.80295,-0.66371,-0.05295, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550,-0.53505,-0.11774, 0.58975, 0.71320,-0.52040,-0.78113, 0.61654, 1.26933,-0.51513, 1.04950
KernelVectorAddCBTrigILP4,-1.08084,-0.18226, 1.11432,-0.18830, 1.03486,-0.03128,-0.08063,-0.52618,-0.51160,-0.11850, 0.04762,-0.11340, 0.58559,-0.01127,-0.21500,-0.65013,-0.66932,-0.56215,-0.98610,-0.75253, 0.45209, 0.32050,-0.43737, 0.89669,-0.61245,-0.90404,-0.36238,-0.70479,-0.30233,-0.70780,-0.30235, 0.35503, 0.64892,-0.11859,-0.06705,-0.09521,-0.10622,-0.11072,-0.11125, 0.21475, 0.75092,-0.54961,-0.54406,-0.52875,-0.50051,-0.07960,-0.11504,-0.04848,-0.11558,-0.11135,-0.11125,-0.06601,-0.06601,-0.11561,-0.11561,-0.11349,-0.47100,-0.42772, 0.58559,-0.66041, 0.20964,-0.00215,-0.51612,-0.25691, 0.38477,-0.08133, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550,-0.53505,-0.11755, 0.68908, 0.70372,-0.20473,-0.01520, 0.61654, 1.41410,-0.51513, 1.18082
KernelVectorAddCBTrigILP4_128,-1.08084,-0.18226,-0.58599,-0.18830, 1.03486, 0.34981, 0.08399,-0.52618, 2.38648,-0.10183, 3.24851,-0.10922, 2.25065, 0.00940, 1.93800, 1.74177,-0.64550,-0.54569, 0.80148, 0.47780, 0.89038, 0.70361,-0.17642, 0.21218,-0.53529, 1.04394,-0.03735,-0.59246, 1.25695,-0.59308, 1.25693, 0.39906,-1.94382,-0.11675,-0.07252,-0.09759,-0.10764,-0.11072,-0.11124, 0.78102, 1.00273,-0.89890,-0.26777,-0.51365,-0.52211,-0.08325,-0.11377,-0.06772,-0.11085,-0.11154,-0.11124,-0.08207,-0.08207,-0.11157,-0.11157,-0.10942,-0.03106,-0.43869, 2.25065,-0.83023,-0.34691, 0.58148,-0.81592,-0.42314, 0.34411,-0.08191, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550, 2.39563,-0.11514, 1.89617, 0.56285, 0.19202, 0.94745,-2.01825, 1.26538, 0.93053, 1.33211
KernelVectorAdd,-0.84157,-0.18226, 0.26416,-0.18830, 1.03486,-0.30824, 0.23424,-0.40341,-0.51160,-0.11850, 0.04762,-0.11352,-0.81244,-0.01150,-0.34047,-0.65013, 2.25064, 1.45597, 1.69899, 1.09553,-1.60191,-1.45569,-0.43741,-1.47594, 2.40055, 0.65936,-0.15635, 2.33792,-0.61671, 2.33615,-0.61670,-0.77757, 0.64892,-0.12115,-0.15670,-0.13412,-0.12954,-0.11447,-0.12478,-1.46580,-2.06291, 2.18028,-0.43167,-0.09606,-0.10329,-0.14776,-0.12106,-0.16414,-0.12227,-0.12349,-0.12478,-0.15333,-0.15333,-0.12299,-0.12299,-0.11349,-0.47306,-0.15967,-0.81244, 0.13327,-0.64577, 0.39241, 1.14846,-0.28544,-1.09971,-0.09686, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234,-1.63111,-1.63111,-0.53505,-0.12087,-0.98393,-1.61631,-0.70819,-1.23677, 0.61654,-1.02413,-0.51513,-1.03103
KernelVectorAddCBTrigILP2_64, 1.55108,-0.18226,-1.43615,-0.18830, 1.03486, 0.32085, 0.10385,-0.52979, 0.45443,-0.11294, 1.11458,-0.11091, 1.81306,-0.01022, 1.82764, 0.94404,-0.60635,-0.51863,-0.30364,-0.28281, 0.81806, 0.55618,-0.02445, 0.68979,-0.54457, 1.08631, 0.01539,-0.58354, 1.01870,-0.58516, 1.01869, 0.47142,-1.07957,-0.11675,-0.07252,-0.09759,-0.10764,-0.11026,-0.11033, 0.40433, 1.02172,-0.84143, 0.22013,-0.59207,-0.43766,-0.08279,-0.11271,-0.06633,-0.11085,-0.11061,-0.11033,-0.08084,-0.08084,-0.11146,-0.11146,-0.11105,-0.44455,-0.39526, 1.81306,-0.38081, 0.54343,-3.47972,-0.35357,-0.14994, 0.45384,-0.08313, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550, 0.44184,-0.11514, 1.89617, 0.62998, 0.24709, 1.08105,-1.13998, 1.26538, 2.25266, 1.59385
KernelVectorAddCBTrigILP2,-1.55937,-0.18226,-0.58599,-0.18830, 1.03486, 3.39668,-0.09969,-0.56590,-0.51160,-0.11850, 0.04762,-0.11345, 0.50241,-0.01142,-0.32759,-0.65013,-1.12403,-0.87642,-1.40423,-1.04032, 0.41139, 0.29940,-0.43741, 0.91432,-1.08225,-1.26975,-0.76458,-1.17863,-1.35945,-1.18424,-1.35949,-0.48543, 0.64892,-0.11876,-0.07238,-0.09753,-0.10761,-0.07162,-0.11269, 0.33383, 1.01441,-0.78077,-0.59446,-0.64877,-0.61511,-0.08365,-0.11567,-0.05724,-0.11607,-0.11293,-0.11269,-0.07312,-0.07312,-0.11600,-0.11600,-0.11349,-0.48778,-0.48974, 0.50241,-1.24621,-2.11384, 1.29376,-1.89460,-0.93885,-0.87553,-0.02867, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550,-0.53505,-0.11774, 0.58955, 0.71319,-0.58408,-0.93565, 0.61654, 1.26904,-0.51513, 1.04923
KernelVectorAddCBTrigILP4_128,-1.32010,-0.18226, 0.26416,-0.18830, 1.03486, 0.29917, 0.08425,-0.58396, 2.38648,-0.10183, 3.24851,-0.10767, 2.25065, 0.01995, 1.96042, 1.74162,-0.63584,-0.53901, 0.83702, 0.50227, 0.89332, 0.68932,-0.14658, 0.20346,-0.49729, 1.10072,-0.02419,-0.54355, 1.30173,-0.54803, 1.30172, 0.41692,-1.94382,-0.11675,-0.07252,-0.09759,-0.10764,-0.11072,-0.11123, 0.95176, 0.91434,-0.85247,-0.22391,-0.58278,-0.50555,-0.08325,-0.11376,-0.06770,-0.11085,-0.11153,-0.11123,-0.08205,-0.08205,-0.11157,-0.11157,-0.10770,-0.02261,-0.42889, 2.25065,-0.66233,-0.23614, 0.28334,-0.72700,-0.38645, 0.34988,-0.08229, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550, 2.39563,-0.11514, 1.89617, 0.54276, 0.20561, 0.98043,-2.01825, 1.26538, 0.94128, 1.33423
KernelVectorAddCBTrigILP4, 0.47438,-0.18226,-1.01107,-0.18830,-0.90603,-0.22313,-0.07483,-0.25536,-0.51160,-0.12267,-0.75261,-0.13675,-0.54099,-0.21007,-0.62153,-0.65013,-0.86283,-0.69589,-1.16405,-0.87501, 0.59045, 0.38982,-0.33546, 0.95329,-0.83768,-1.06275,-0.45863,-0.90645,-0.53872,-0.90568,-0.53874, 2.34128, 0.64892,-0.12096,-0.13014,-0.12474,-0.12228,-0.11638,-0.12237, 0.72450, 0.92792,-0.79287,-0.59525, 0.07201,-0.54530,-0.12789,-0.12097,-0.13059,-0.12135,-0.12158,-0.12237,-0.12880,-0.12880,-0.12202,-0.12202,-0.13677,-0.45673,-0.45924,-0.54099,-0.83777,-0.47317, 0.16883,-0.96979,-0.46497, 0.12712,-0.09339, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550,-0.53505,-0.11984,-0.46272, 0.71229,-0.27782,-0.19255, 0.61654,-0.26453,-0.51513,-0.34195
KernelVectorAdd,-0.60231,-0.18226,-0.58599,-0.18830, 1.03486,-0.29746, 0.23578, 0.52101,-0.51160,-0.11850, 0.04762,-0.11352,-0.81244,-0.01148,-0.34543,-0.65013, 1.99268, 1.27768, 1.46177, 0.93226,-1.60191,-1.45569,-0.43741,-1.47594, 2.13468, 0.48891,-0.21358, 2.06911,-0.69640, 2.06703,-0.69641,-0.77803, 0.64892,-0.12115,-0.15670,-0.13412,-0.12954,-0.11450,-0.12480,-1.39383,-1.67704, 1.89417,-0.58107, 0.15955,-0.40682,-0.14776,-0.12107,-0.16419,-0.12229,-0.12351,-0.12480,-0.15341,-0.15341,-0.12300,-0.12300,-0.11349,-0.47535,-0.40448,-0.81244,-0.00919,-0.81645, 0.54061, 0.26692,-0.53315,-1.26336,-0.09654, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234,-1.63111,-1.63111,-0.53505,-0.12087,-0.98393,-1.61631,-0.70819,-1.23677, 0.61654,-1.02413,-0.51513,-1.03103
KernelVectorAddCBTrigILP4, 1.31181,-0.18226, 1.11432,-0.18830,-0.90603,-0.29911,-0.05938,-0.35285,-0.51160,-0.12267,-0.75261,-0.13674,-0.10277,-0.21120,-0.60907,-0.65013,-0.92015,-0.73551,-1.21675,-0.91128, 0.93921, 0.54921, 0.00281, 1.11026,-0.90005,-1.07824,-0.19511,-0.96618, 0.20701,-0.96605, 0.20700, 1.91751, 0.64892,-0.12010,-0.10204,-0.11254,-0.11497,-0.11404,-0.11776, 1.05699, 1.11123,-1.04212,-0.52311,-0.14482,-0.47982,-0.10653,-0.11894,-0.09196,-0.11883,-0.11735,-0.11776,-0.09964,-0.09964,-0.11938,-0.11938,-0.13677,-0.26107,-0.41205,-0.10277,-0.69243, 0.44770, 1.05548,-0.51461,-0.18361, 1.15319,-0.09231, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550,-0.53505,-0.11879, 0.06170, 0.69731, 0.03813, 0.57407, 0.61654, 0.49977,-0.51513, 0.35138
KernelVectorAddCBTrigILP2_64,-1.08084,-0.18226,-0.16092,-0.18830,-0.90603,-0.20752, 0.11746,-0.27702, 0.45443,-0.12128,-0.48587,-0.13604,-0.32016,-0.20715,-0.00974, 0.93835,-0.61001,-0.52116,-0.31036,-0.28744, 0.81729, 0.55331,-0.00209, 0.11602,-0.56036, 1.43364, 0.01870,-0.58120, 1.00401,-0.57427, 1.00402,-0.77907,-1.07957,-0.12065,-0.13702,-0.12773,-0.12407,-0.10750,-0.12291, 0.88719, 0.67526,-0.63445, 0.17839,-0.03576,-0.37296,-0.13283,-0.12067,-0.14232,-0.12059,-0.12208,-0.12291,-0.13783,-0.13783,-0.12146,-0.12146,-0.13609,-0.34603,-0.38746,-0.32016, 1.08905, 0.33460, 0.32183,-0.29768,-0.20062,-1.17444,-0.09586, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550, 0.44184,-0.11944,-0.26390, 0.60797, 0.24194, 1.06858,-1.13998,-0.45176, 0.32856,-0.34477
KernelVectorAddCBTrigILP4_128,-1.43974,-0.18226, 1.53940,-0.18830,-0.90603,-0.19134, 0.08805,-0.47202, 2.38623,-0.11850, 0.04762,-0.13491,-0.21076,-0.20258,-0.06332, 1.72656,-0.72107,-0.59792, 0.52350, 0.28648, 0.88622, 0.67841, 0.38492, 0.10903,-0.63261, 0.80403,-0.13267,-0.62409, 0.90672,-0.61673, 0.90672,-0.77987,-1.94382,-0.12065,-0.13702,-0.12773,-0.12407,-0.11678,-0.12316, 1.35637, 0.44944,-0.57769,-0.18965,-0.43648,-0.50255,-0.13296,-0.12095,-0.14271,-0.12060,-0.12233,-0.12316,-0.13819,-0.13819,-0.12149,-0.12149,-0.13499, 1.08245,-0.42583,-0.21076,-0.83877,-0.47473, 0.17462,-0.59103,-0.45467, 0.15385,-0.09505, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,-3.77479, 0.10469, 0.61536, 0.61536, 2.39538,-0.11944,-0.26390, 0.46842, 0.08573, 0.68955,-2.01825,-0.45176,-0.02615,-0.41499
KernelVectorAdd,-1.08084,-0.18226,-1.01107,-0.18830, 1.03486,-0.22202, 0.23839,-0.21925,-0.51160,-0.11850, 0.04762,-0.11352,-0.81244,-0.01148,-0.33842,-0.65013, 0.27113, 0.08784,-0.12129,-0.15731,-1.60191,-1.45569,-0.43741,-1.47594, 0.35772,-0.46944,-0.57555, 0.27519,-1.22829, 0.27098,-1.22831, 2.09331, 0.64892,-0.12116,-0.15670,-0.13412,-0.12954,-0.11455,-0.12483,-1.43085,-1.01886, 1.34987,-0.59872,-0.10711,-0.60582,-0.14776,-0.12108,-0.16428,-0.12232,-0.12355,-0.12483,-0.15354,-0.15354,-0.12302,-0.12302,-0.11349,-0.48700,-0.48443,-0.81244,-0.94122,-1.79260, 0.85916,-1.34953,-0.84669,-1.26054,-0.09256, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234,-1.63111,-1.63111,-0.53505,-0.12087,-0.98393,-1.61631,-0.70819,-1.23677, 0.61654,-1.02413,-0.51513,-1.03103
KernelVectorAddCBTrig, 0.35475,-0.18226,-0.58599,-0.18830,-0.90603,-0.28354,-0.09712, 0.25018,-0.51160,-0.12267,-0.75261,-0.13680,-0.64835,-0.20663,-0.60196,-0.65013,-0.31424,-0.31673,-0.65958,-0.52780, 0.41035, 0.29878,-0.43534, 0.80219,-0.25083,-0.56380,-0.07861,-0.33468, 0.39141,-0.33157, 0.39142,-0.77694, 0.64892,-0.12115,-0.13702,-0.12773,-0.12407,-0.11701,-0.12361, 1.02796, 0.45407,-0.52785,-0.52106, 0.97790,-0.10775,-0.13313,-0.12162,-0.14215,-0.12181,-0.12268,-0.12361,-0.13743,-0.13743,-0.12252,-0.12252,-0.13677,-0.30887,-0.24115,-0.64835,-0.82919, 0.86020, 0.13387, 0.08832, 0.02365, 1.46548,-0.09722, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550,-0.53505,-0.12009,-0.59119, 0.70785, 0.03697, 0.57125, 0.61654,-0.45176,-0.51513,-0.51179
KernelVectorAddCBTrigILP4_128, 0.71365,-0.18226, 1.11432,-0.18830,-0.90603,-0.31733, 0.19316,-0.04592, 2.38623,-0.11850, 0.04762,-0.13130,-0.21076,-0.18735,-0.04201, 1.72823,-0.62071,-0.52855, 0.89267, 0.54056, 0.91285, 0.55847, 0.97430, 0.06155,-0.36209, 1.26908, 0.06856,-0.17352, 1.37184,-0.16392, 1.37185,-0.77915,-1.94382,-0.12055,-0.13702,-0.12773,-0.12407,-0.10671,-0.12224, 1.16896,-0.27144,-0.13335, 4.78290,-0.45916, 0.17317,-0.13253,-0.12009,-0.14077,-0.12023,-0.12135,-0.12224,-0.13577,-0.13577,-0.12123,-0.12123,-0.13138, 2.25862, 0.03376,-0.21076, 1.16429, 0.41369, 0.35179, 0.51197, 0.05582, 0.38162,-0.09573, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,-3.47016, 0.10544, 0.61536, 0.61536, 2.39538,-0.11944,-0.26390, 0.11124, 0.22689, 1.03205,-2.01825,-0.45176, 1.20928,-0.17041
KernelVectorAdd,-1.32010,-0.18226, 0.26416,-0.18830, 1.03486,-0.27231, 0.23734,-0.25897,-0.51160,-0.11850, 0.04762,-0.11352,-0.81244,-0.01150,-0.33070,-0.65013, 1.16878, 0.70825, 0.70415, 0.41081,-1.60191,-1.45569,-0.43741,-1.47594, 1.28401, 0.07358,-0.38797, 1.21058,-0.95095, 1.20748,-0.95096,-0.77952, 0.64892,-0.12116,-0.15670,-0.13412,-0.12954,-0.11763,-0.12482,-1.43970,-1.29303, 1.60076,-0.59265,-0.65905,-0.59508,-0.14776,-0.12107,-0.16424,-0.12231,-0.12353,-0.12482,-0.15349,-0.15349,-0.12301,-0.12301,-0.11349,-0.48613,-0.47769,-0.81244,-0.74616,-1.31240,-0.14732,-0.72240,-0.70836,-1.15790,-0.09528, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234,-1.63111,-1.63111,-0.53505,-0.12087,-0.98393,-1.61631,-0.70819,-1.23677, 0.61654,-1.02413,-0.51513,-1.03103
KernelVectorAddCBTrigILP4_128, 1.07255,-0.18226,-1.43615,-0.18830, 1.03486, 0.40925, 0.08373,-0.52979, 2.38648,-0.10183, 3.24851,-0.10694, 2.25065, 0.01733, 1.89639, 1.74276,-0.71418,-0.59315, 0.54887, 0.30394, 0.89553, 0.68218, 0.03947, 0.27561,-0.59386, 0.75215,-0.12981,-0.62395, 0.93868,-0.63094, 0.93866, 0.27212,-1.94382,-0.11675,-0.07252,-0.09759,-0.10764,-0.07548,-0.11125, 0.72590, 1.01275,-0.90197,-0.17374,-0.46959,-0.48556,-0.08326,-0.11378,-0.06773,-0.11085,-0.11155,-0.11125,-0.08209,-0.08209,-0.11158,-0.11158,-0.10684,-0.10478,-0.41848, 2.25065, 0.75547,-0.01484,-1.60640,-0.62257,-0.32054, 0.16433,-0.07991, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550, 2.39563,-0.11514, 1.89617, 0.51621, 0.09543, 0.71308,-2.01825, 1.26538, 0.91979, 1.32998
KernelVectorAddCBTrigILP2, 0.35475,-0.18226, 0.26416,-0.18830,-0.90603,-0.29800,-0.08741,-0.00620,-0.51160,-0.12267,-0.75261,-0.13678,-0.56519,-0.21004,-0.58036,-0.65013,-0.51258,-0.45382,-0.84197,-0.65333, 0.55574, 0.37269,-0.30388, 0.88698,-0.49649,-0.63392,-0.11355,-0.54134, 0.32551,-0.53876, 0.32551,-0.77837, 0.64892,-0.12098,-0.13169,-0.12541,-0.12268,-0.11652,-0.12265, 0.98056, 0.65625,-0.68952,-0.52610,-0.39232,-0.12393,-0.12907,-0.12112,-0.13313,-0.12130,-0.12184,-0.12265,-0.13045,-0.13045,-0.12205,-0.12205,-0.13677,-0.27289,-0.24347,-0.56519,-0.88424, 0.83796, 0.67051, 0.08244, 0.00978, 1.42113,-0.09643, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550,-0.53505,-0.11989,-0.49168, 0.70957, 0.03506, 0.56661, 0.61654,-0.30673,-0.51513,-0.38023
KernelVectorAddCBTrigILP2_64, 0.11549,-0.18226,-1.01107,-0.18830, 1.03486, 0.05901, 0.10604,-0.54785, 0.45443,-0.11294, 1.11458,-0.10595, 1.81306, 0.01289, 2.19215, 0.92946,-0.58447,-0.50350,-0.26339,-0.25512, 0.82539, 0.50587, 0.24641, 0.06540,-0.45751, 1.52324, 0.04714,-0.44164, 1.10659,-0.44384, 1.10657, 0.51186,-1.07957,-0.11674,-0.07252,-0.09759,-0.10764,-0.11022,-0.11026, 0.36138,-0.04184,-0.06418, 0.36268,-0.65022,-0.11968,-0.08276,-0.11264,-0.06618,-0.11082,-0.11053,-0.11026,-0.08065,-0.08065,-0.11144,-0.11144,-0.10607, 1.28250,-0.16278, 1.81306,-0.77380, 0.47912,-1.18826, 0.28729,-0.04140, 0.52962,-0.08316, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550, 0.44184,-0.11514, 1.89617, 0.52385, 0.27786, 1.15573,-1.13998, 1.26538, 2.34935, 1.61299
KernelVectorAddCB,-0.24341,-0.18226, 0.26416,-0.18830,-0.90603,-0.33102, 0.43297, 3.91896,-0.51160,-0.12267,-0.75261,-0.13684,-0.97653,-0.20841,-0.64876,-0.65013, 1.42050, 0.88222, 0.93562, 0.57013,-1.60191,-1.45569,-0.00225,-1.47594, 1.45551, 0.15778,-0.27772, 1.47288,-0.87318, 1.47740,-0.87311,-0.76441, 0.64892,-0.12174,-0.15715,-0.13686,-0.12772,-0.11756,-0.12642,-1.43339,-1.38742, 1.37465,-0.22981,-0.11081, 0.60200,-0.14821,-0.12284,-0.16676,-0.12333,-0.12512,-0.12642,-0.15572,-0.15572,-0.12431,-0.12431,-0.13677,-0.47124, 0.52038,-0.97653, 0.80776, 0.04275,-1.41736, 1.43638, 0.41655,-0.82115,-0.09912, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234,-1.63111,-1.63111,-0.53505,-0.12087,-0.98393,-1.61631,-0.70819,-1.23677, 0.61654,-1.02413,-0.51513,-1.03103
KernelVectorAdd,-0.60231,-0.18226,-1.43615,-0.18830,-0.90603,-0.28803, 0.23656, 0.37657,-0.51160,-0.12267,-0.75261,-0.13684,-0.97653,-0.20758,-0.63139,-0.65013,-0.41384,-0.38558,-0.75117,-0.59084,-1.60191,-1.45569,-0.32029,-1.47594,-0.36633,-0.78971,-0.71654,-0.43858,-1.43992,-0.44146,-1.43992,-0.77766, 0.64892,-0.12176,-0.15807,-0.13686,-0.12954,-0.11856,-0.12665,-1.41801,-0.77725, 1.12924,-0.42813, 0.04244,-0.60940,-0.14913,-0.12287,-0.16703,-0.12350,-0.12543,-0.12665,-0.15628,-0.15628,-0.12438,-0.12438,-0.13677,-0.48560,-0.48656,-0.97653,-0.58709,-1.95055,-1.43616,-1.55748,-0.89208,-1.23742,-0.09691, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234,-1.63111,-1.63111,-0.53505,-0.12087,-0.98393,-1.61631,-0.70819,-1.23677, 0.61654,-1.02413,-0.51513,-1.03103
KernelVectorAddCBTrigILP2,-0.24341,-0.18226,-1.01107,-0.18830,-0.90603,-0.20213,-0.09698, 0.01547,-0.51160,-0.12267,-0.75261,-0.13676,-0.63778,-0.20792,-0.60737,-0.65013,-0.34811,-0.34015,-0.69073,-0.54924, 0.43149, 0.30977,-0.29394, 0.84115,-0.30483,-0.62017,-0.09821,-0.36995, 0.37409,-0.36310, 0.37410,-0.77718, 0.64892,-0.12114,-0.13635,-0.12743,-0.12389,-0.10668,-0.12348, 0.48763, 0.61836,-0.53660,-0.54106,-0.43006,-0.27355,-0.13261,-0.12146,-0.13937,-0.12184,-0.12264,-0.12348,-0.13541,-0.13541,-0.12255,-0.12255,-0.13677,-0.36954,-0.28344,-0.63778, 1.21733, 0.46935, 0.64930,-0.16961,-0.13616, 1.11610,-0.09683, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550,-0.53505,-0.12007,-0.57854, 0.67101, 0.03413, 0.56436, 0.61654,-0.43333,-0.51513,-0.49508
KernelVectorAddCBTrigILP2_64, 1.07255,-0.18226, 0.68924,-0.18830, 1.03486,-0.26390, 0.13072,-0.51535, 0.45443,-0.11294, 1.11458,-0.10335, 1.81306, 0.02981, 2.34414, 0.92286,-0.43353,-0.39918, 0.01421,-0.06405, 0.82841, 0.48071, 0.28303,-0.14489,-0.22983, 2.32648, 0.26991,-0.17542, 1.71284,-0.17381, 1.71283, 0.79086,-1.07957,-0.11665,-0.07252,-0.09759,-0.10764,-0.10980,-0.10942, 0.08688,-0.49714, 0.16880, 1.80797,-0.64187, 0.11592,-0.08237,-0.11187,-0.06443,-0.11048,-0.10964,-0.10942,-0.07847,-0.07847,-0.11120,-0.11120,-0.10358, 3.78736, 0.04014, 1.81306,-0.73573, 0.67182, 0.77520, 0.86385, 0.16404, 0.86605,-0.08574, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550, 0.44184,-0.11514, 1.89617, 0.42809, 0.49016, 1.67084,-1.13998, 1.26538, 3.46660, 1.83418
KernelVectorAddCBTrigILP4_128, 0.47438,-0.18226,-1.43615,-0.18830, 1.03486, 0.61564, 0.08309,-0.55507, 2.38648,-0.10183, 3.24851,-0.11090, 2.25065,-0.00648, 1.81558, 1.74357,-0.79595,-0.64967, 0.24809, 0.09692, 0.88808, 0.71749,-0.08230, 0.47588,-0.73393, 0.39371,-0.24014,-0.79725, 0.55972,-0.79939, 0.55970, 0.12098,-1.94382,-0.11676,-0.07252,-0.09759,-0.10764,-0.11074,-0.11127, 0.44130, 1.20831,-1.01686,-0.28408,-0.51598,-0.53135,-0.08327,-0.11380,-0.06778,-0.11086,-0.11157,-0.11127,-0.08215,-0.08215,-0.11158,-0.11158,-0.11109,-0.12113,-0.44813, 2.25065,-0.39400,-0.41550,-1.54109,-0.96226,-0.44600,-0.04152,-0.07606, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550, 2.39563,-0.11514, 1.89617, 0.61200,-0.01958, 0.43403,-2.01825, 1.26538, 0.89293, 1.32466
