kernel,blksz_x,blksz_y,grdsz_x,grdsz_y,numele,inst_per_warp,warp_nonpred_execution_efficiency,inst_replay_overhead,gld_transactions_per_request,gld_transactions,gst_transactions,l2_read_transactions,l2_write_transactions,dram_read_transactions,dram_write_transactions,global_hit_rate,gld_requested_throughput,gst_requested_throughput,gld_throughput,gst_throughput,local_memory_overhead,tex_cache_hit_rate,l2_tex_read_hit_rate,l2_tex_write_hit_rate,dram_read_throughput,dram_write_throughput,tex_cache_throughput,l2_tex_read_throughput,l2_tex_write_throughput,l2_read_throughput,l2_write_throughput,sysmem_write_throughput,gld_efficiency,tex_cache_transactions,flop_count_sp,flop_count_sp_add,flop_count_sp_mul,inst_executed,inst_issued,stall_inst_fetch,stall_exec_dependency,stall_memory_dependency,stall_other,stall_constant_memory_dependency,stall_pipe_busy,inst_fp_32,inst_integer,inst_control,inst_compute_ld_st,inst_misc,issue_slots,cf_issued,cf_executed,ldst_issued,ldst_executed,l2_tex_read_transactions,stall_memory_throttle,stall_not_selected,l2_tex_write_transactions,ipc,issued_ipc,sm_efficiency,achieved_occupancy,eligible_warps_per_cycle,flop_sp_efficiency,duration,shared_load_transactions_per_request,shared_store_transactions_per_request,shared_store_transactions,shared_load_transactions,shared_load_throughput,shared_store_throughput,stall_texture,stall_sync,shared_efficiency,branch_efficiency,warp_execution_efficiency,local_load_transactions_per_request,local_store_transactions_per_request,gst_transactions_per_request,local_load_transactions,local_store_transactions,local_hit_rate,local_load_throughput,local_store_throughput,gst_efficiency,flop_count_sp_fma,flop_count_sp_special,inst_bit_convert
KernelVectorAddCB,-0.00415,-0.18226, 1.53940,-0.18830, 1.03486,-0.32664, 0.45237, 0.70517,-0.51160,-0.11850, 0.04762,-0.11352,-0.81244,-0.01150,-0.33845,-0.65013, 2.21380, 1.43051, 1.66511, 1.07221,-1.60191,-1.45569,-0.43741,-1.47594, 2.36253, 0.64819,-0.13689, 2.29953,-0.62809, 2.29772,-0.62809,-0.77763, 0.64892,-0.12112,-0.15304,-0.13412,-0.12224,-0.11400,-0.12415,-1.46156,-1.83578, 1.88108,-0.16177, 0.33056, 0.26940,-0.14410,-0.12102,-0.16373,-0.12200,-0.12262,-0.12415,-0.15244,-0.15244,-0.12288,-0.12288,-0.11349,-0.47903, 0.11793,-0.81244, 0.56575,-0.19224, 0.44491, 1.48778, 0.08311,-0.72801,-0.09682, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234,-1.63111,-1.63111,-0.53505,-0.12087,-0.98393,-1.61631,-0.70819,-1.23677, 0.61654,-1.02413,-0.51513,-1.03103
KernelVectorAddCBTrigILP2, 0.59402,-0.18226,-0.16092,-0.18830,-0.90603,-0.29739,-0.09066, 0.23574,-0.51160,-0.12267,-0.75261,-0.13675,-0.61896,-0.20976,-0.56564,-0.65013,-0.26402,-0.28203,-0.61340,-0.49602, 0.46700, 0.32814,-0.33185, 0.81462,-0.24992,-0.31454, 0.03077,-0.28243, 0.66956,-0.27295, 0.66957,-0.77657, 0.64892,-0.12108,-0.13514,-0.12691,-0.12358,-0.10594,-0.12318, 0.67906, 0.40145,-0.48173,-0.45065,-0.27151, 0.13341,-0.13170,-0.12134,-0.13757,-0.12159,-0.12233,-0.12318,-0.13376,-0.13376,-0.12237,-0.12237,-0.13677,-0.20176,-0.00716,-0.61896, 1.75790, 1.03639, 0.50328, 0.34581, 0.19744, 1.57330,-0.09713, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550,-0.53505,-0.12002,-0.55602, 0.65773, 0.14566, 0.83497, 0.61654,-0.40051,-0.51513,-0.46530
KernelVectorAdd,-0.12378,-0.18226, 0.26416,-0.18830,-0.90603,-0.33155, 0.20422, 0.91461,-0.51160,-0.12267,-0.75261,-0.13686,-0.97653,-0.21179,-0.64191,-0.65013, 1.62051, 1.02046, 1.11954, 0.69671,-1.60191,-1.45569,-0.25202,-1.47594, 1.49941, 0.38178,-0.22633, 1.68129,-0.81139, 1.67962,-0.81131,-0.76297, 0.64892,-0.12174,-0.15807,-0.13686,-0.12954,-0.11850,-0.12653,-1.29994,-1.54643, 1.53321, 0.18532, 3.81028, 0.39954,-0.14913,-0.12283,-0.16673,-0.12338,-0.12528,-0.12653,-0.15582,-0.15582,-0.12431,-0.12431,-0.13677,-0.46422, 0.18468,-0.97653,-0.74760,-0.29019, 0.46552, 1.02904, 0.05914,-1.12256,-0.09924, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234,-1.63111,-1.63111,-0.53505,-0.12087,-0.98393,-1.61631,-0.70819,-1.23677, 0.61654,-1.02413,-0.51513,-1.03103
KernelVectorAddCBTrigILP2, 0.47438,-0.18226,-1.01107,-0.18830,-0.90603,-0.24095,-0.09448,-0.25897,-0.51160,-0.12267,-0.75261,-0.13679,-0.61358,-0.20819,-0.57853,-0.65013,-0.58714,-0.50535,-0.91053,-0.70052, 0.47673, 0.33298,-0.26507, 0.84303,-0.54857,-0.69727,-0.26763,-0.61899,-0.06166,-0.61766,-0.06167,-0.77891, 0.64892,-0.12109,-0.13479,-0.12676,-0.12349,-0.11682,-0.12323, 0.57119, 0.47675,-0.47415,-0.51263,-0.33714,-0.08969,-0.13143,-0.12136,-0.13735,-0.12169,-0.12241,-0.12323,-0.13388,-0.13388,-0.12240,-0.12240,-0.13677,-0.22088,-0.17962,-0.61358,-0.80714, 0.75007,-2.16242, 0.27315, 0.03049, 0.65291,-0.09561, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550,-0.53505,-0.12001,-0.54959, 0.70996,-0.11564, 0.20096, 0.61654,-0.39113,-0.51513,-0.45680
KernelVectorAddCBTrig, 0.59402,-0.18226, 1.53940,-0.18830, 1.03486,-0.27358,-0.09766,-0.40341,-0.51160,-0.11850, 0.04762,-0.11344, 0.50031,-0.01139,-0.13103,-0.65013, 0.03409,-0.07599,-0.33927,-0.30734, 0.41043, 0.29857,-0.43437, 0.87464, 0.11354,-0.22250, 0.21146, 0.02882, 1.14474, 0.02719, 1.14473, 1.65517, 0.64892,-0.11871,-0.07252,-0.09759,-0.10764,-0.11149,-0.11275, 0.32944, 0.50428,-0.51004,-0.35945,-0.22708, 0.20229,-0.08376,-0.11609,-0.06484,-0.11564,-0.11260,-0.11275,-0.07833,-0.07833,-0.11559,-0.11559,-0.11348,-0.40038,-0.01684, 0.50031,-0.93681, 1.37381, 0.93857, 0.34066, 0.31652, 2.07173,-0.09138, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550,-0.53505,-0.11775, 0.58703, 0.70995, 0.30420, 1.21964, 0.61654, 1.26538,-0.51513, 1.04591
KernelVectorAddCBTrigILP2_64,-0.96121,-0.18226,-0.16092,-0.18830,-0.90603,-0.22856, 0.12078,-0.50813, 0.45443,-0.12128,-0.48587,-0.13542,-0.32016,-0.20569, 0.01255, 0.93351,-0.57717,-0.49846,-0.24998,-0.24588, 0.81945, 0.53143, 0.18156,-0.06598,-0.51041, 1.65811, 0.06571,-0.49243, 1.13588,-0.47743, 1.13589,-0.77884,-1.07957,-0.12065,-0.13702,-0.12773,-0.12407,-0.11664,-0.12288, 1.18514, 0.36842,-0.47354, 0.32039,-0.59384,-0.18253,-0.13282,-0.12064,-0.14226,-0.12058,-0.12205,-0.12288,-0.13776,-0.13776,-0.12145,-0.12145,-0.13554, 0.04695,-0.26799,-0.32016,-0.76889, 0.56223, 0.26487, 0.08166,-0.07884, 0.73603,-0.09582, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550, 0.44184,-0.11944,-0.26390, 0.52433, 0.28812, 1.18062,-1.13998,-0.45176, 0.36616,-0.33732
KernelVectorAddCBTrigILP2,-0.84157,-0.18226, 1.11432,-0.18830,-0.90603,-0.27870,-0.09234,-0.10008,-0.51160,-0.12267,-0.75261,-0.13678,-0.60955,-0.20842,-0.57482,-0.65013,-0.51192,-0.45336,-0.84136,-0.65291, 0.48382, 0.33674,-0.24931, 0.84293,-0.47591,-0.60929,-0.18779,-0.54079, 0.13340,-0.53774, 0.13340,-0.77836, 0.64892,-0.12107,-0.13454,-0.12665,-0.12342,-0.10571,-0.12314, 0.56234, 0.49841,-0.48178,-0.33338,-0.52455,-0.09536,-0.13124,-0.12132,-0.13692,-0.12161,-0.12232,-0.12314,-0.13343,-0.13343,-0.12235,-0.12235,-0.13677,-0.28649,-0.20809,-0.60955, 1.50873, 0.77479,-1.00326, 0.13823, 0.02130, 0.96581,-0.09612, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550,-0.53505,-0.12000,-0.54476, 0.70905,-0.04453, 0.37349, 0.61654,-0.38410,-0.51513,-0.45041
KernelVectorAddCBTrigILP2, 0.23512,-0.18226, 1.53940,-0.18830, 1.03486,-0.25636,-0.09597,-0.46840,-0.51160,-0.11850, 0.04762,-0.11342, 0.52257,-0.01138,-0.19708,-0.65013,-0.17584,-0.22108,-0.53231,-0.44020, 0.42159, 0.30467,-0.43705, 0.89175,-0.10315,-0.50693, 0.04396,-0.19049, 0.72562,-0.19178, 0.72560, 1.26715, 0.64892,-0.11867,-0.07109,-0.09697,-0.10727,-0.07060,-0.11221, 0.21723, 0.60088,-0.46154,-0.50035,-0.47393,-0.27426,-0.08267,-0.11549,-0.05493,-0.11560,-0.11239,-0.11221,-0.07062,-0.07062,-0.11572,-0.11572,-0.11349,-0.40573,-0.35691, 0.52257, 1.60870, 0.87925, 1.12111,-0.00702,-0.02796, 1.58477,-0.08968, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550,-0.53505,-0.11770, 0.61368, 0.70008, 0.15759, 0.86390, 0.61654, 1.30421,-0.51513, 1.08113
KernelVectorAddCBTrigILP2_64,-1.55937,-0.18226, 0.68924,-0.18830, 1.03486, 1.27302, 0.10190,-0.58396, 0.45443,-0.11294, 1.11458,-0.11338, 1.81306,-0.01134,-0.06694, 0.94641,-0.96487,-0.76642,-0.96300,-0.73663, 0.81278, 0.58074,-0.43545, 1.08515,-0.91784,-1.05868,-0.46747,-1.01269,-0.42127,-1.01709,-0.42130,-0.19124,-1.07957,-0.11676,-0.07252,-0.09759,-0.10764,-0.07406,-0.11039, 0.23464, 1.32191,-1.04302,-0.45608,-0.69329,-0.60051,-0.08282,-0.11277,-0.06647,-0.11087,-0.11067,-0.11039,-0.08101,-0.08101,-0.11148,-0.11148,-0.11348,-0.48769,-0.48549, 1.81306,-0.64204,-1.48129, 1.25416,-1.56830,-0.75867,-0.46894,-0.06437, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550, 0.44184,-0.11514, 1.89617, 0.70509,-0.25717,-0.14244,-1.13998, 1.26538, 2.16672, 1.57684
KernelVectorAddCB, 1.31181,-0.18226,-0.58599,-0.18830,-0.90603,-0.33158, 0.42755, 4.74226,-0.51160,-0.12267,-0.75261,-0.13686,-0.97653,-0.21120,-0.64251,-0.65013, 1.55959, 0.97836, 1.06353, 0.65816,-1.60191,-1.45569,-0.00712,-1.47594, 1.46815, 0.33572,-0.23560, 1.61782,-0.83021, 1.61605,-0.83013,-0.76341, 0.64892,-0.12174,-0.15715,-0.13686,-0.12772,-0.11753,-0.12640,-1.20347,-1.32834, 1.26932,-0.19815, 4.62856, 0.55613,-0.14821,-0.12283,-0.16671,-0.12331,-0.12510,-0.12640,-0.15563,-0.15563,-0.12430,-0.12430,-0.13677,-0.46706, 0.34712,-0.97653, 0.78728, 0.12289,-0.81495, 1.03481, 0.29742,-1.21605,-0.09917, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234,-1.63111,-1.63111,-0.53505,-0.12087,-0.98393,-1.61631,-0.70819,-1.23677, 0.61654,-1.02413,-0.51513,-1.03103
KernelVectorAdd,-0.48268,-0.18226, 0.26416,-0.18830,-0.90603,-0.33047, 0.21146, 0.60045,-0.51160,-0.12267,-0.75261,-0.13684,-0.97653,-0.20759,-0.64976,-0.65013, 1.32538, 0.81648, 0.84815, 0.50992,-1.60191,-1.45569,-0.43254,-1.47594, 1.39438, 0.08952,-0.30946, 1.37376,-0.90257, 1.37686,-0.90250,-0.76510, 0.64892,-0.12174,-0.15807,-0.13686,-0.12954,-0.11765,-0.12656,-1.44004,-1.78912, 1.79381,-0.53027,-0.21689, 0.39533,-0.14913,-0.12284,-0.16681,-0.12341,-0.12532,-0.12656,-0.15593,-0.15593,-0.12432,-0.12432,-0.13677,-0.46491, 0.32631,-0.97653, 0.32609,-0.46480,-1.74708, 1.33974, 0.12122,-1.13482,-0.09906, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234,-1.63111,-1.63111,-0.53505,-0.12087,-0.98393,-1.61631,-0.70819,-1.23677, 0.61654,-1.02413,-0.51513,-1.03103
KernelVectorAddCBTrig,-0.48268,-0.18226,-1.43615,-0.18830, 1.03486, 1.41981,-0.10038,-0.57312,-0.51160,-0.11850, 0.04762,-0.11346, 0.50031,-0.01138,-0.32306,-0.65013,-0.95865,-0.76212,-1.25215,-0.93565, 0.41032, 0.29884,-0.43741, 0.91070,-0.91147,-1.17001,-0.62804,-1.00630,-1.00226,-1.01139,-1.00229,-0.17975, 0.64892,-0.11876,-0.07252,-0.09759,-0.10764,-0.07442,-0.11306, 0.25891, 0.96484,-0.72748,-0.60029,-0.58878,-0.59686,-0.08376,-0.11617,-0.06562,-0.11608,-0.11301,-0.11306,-0.07986,-0.07986,-0.11578,-0.11578,-0.11349,-0.48769,-0.48065, 0.50031,-0.56454,-1.39920,-0.90101,-1.48803,-0.73461,-0.45419,-0.06482, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550,-0.53505,-0.11775, 0.58703, 0.71314,-0.45741,-0.62828, 0.61654, 1.26538,-0.51513, 1.04591
KernelVectorAddCB,-0.00415,-0.18226,-0.58599,-0.18830,-0.90603,-0.32877, 0.44595, 0.88211,-0.51160,-0.12267,-0.75261,-0.13686,-0.97653,-0.20704,-0.65566,-0.65013, 1.65851, 1.04672, 1.15449, 0.72077,-1.60191,-1.45569,-0.20904,-1.47594, 1.75756, 0.17797,-0.24680, 1.72090,-0.79965, 1.71929,-0.79957,-0.76269, 0.64892,-0.12175,-0.15715,-0.13686,-0.12772,-0.11762,-0.12646,-1.31180,-1.55191, 1.55790,-0.35496,-0.04053, 0.39939,-0.14821,-0.12285,-0.16686,-0.12339,-0.12518,-0.12646,-0.15593,-0.15593,-0.12434,-0.12434,-0.13677,-0.47672, 0.31498,-0.97653, 0.77234, 0.00338,-1.11025, 1.37606, 0.25911,-0.77307,-0.09922, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234,-1.63111,-1.63111,-0.53505,-0.12087,-0.98393,-1.61631,-0.70819,-1.23677, 0.61654,-1.02413,-0.51513,-1.03103
KernelVectorAddCB,-1.32010,-0.18226,-1.01107,-0.18830,-0.90603,-0.28548, 0.46973, 0.21407,-0.51160,-0.12267,-0.75261,-0.13686,-0.97653,-0.20766,-0.63121,-0.65013,-0.47994,-0.43126,-0.81195,-0.63267,-1.60191,-1.45569,-0.33104,-1.47594,-0.43423,-0.83256,-0.73031,-0.50746,-1.46034,-0.51236,-1.46034,-0.77813, 0.64892,-0.12176,-0.15715,-0.13686,-0.12772,-0.11850,-0.12653,-1.42840,-0.52458, 0.89048,-0.45601, 1.54493,-0.61045,-0.14821,-0.12287,-0.16703,-0.12349,-0.12527,-0.12653,-0.15627,-0.15627,-0.12438,-0.12438,-0.13677,-0.48582,-0.48697,-0.97653,-0.77017,-2.03245, 0.62221,-1.67991,-0.91546,-1.14494,-0.09662, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234,-1.63111,-1.63111,-0.53505,-0.12087,-0.98393,-1.61631,-0.70819,-1.23677, 0.61654,-1.02413,-0.51513,-1.03103
KernelVectorAddCB,-1.43974,-0.18226,-1.01107,-0.18830,-0.90603,-0.26064, 0.47100,-0.20841,-0.51160,-0.12267,-0.75261,-0.13686,-0.97653,-0.20756,-0.63069,-0.65013,-0.72092,-0.59782,-1.03355,-0.78519,-1.60191,-1.45569,-0.41664,-1.47594,-0.67712,-0.99021,-0.78088,-0.75858,-1.53479,-0.76385,-1.53481,-0.77987, 0.64892,-0.12176,-0.15715,-0.13686,-0.12772,-0.11850,-0.12653,-1.39823,-0.42270, 0.81211,-0.50058,-0.51349,-0.61298,-0.14821,-0.12287,-0.16704,-0.12350,-0.12527,-0.12653,-0.15629,-0.15629,-0.12438,-0.12438,-0.13677,-0.48644,-0.48855,-0.97653,-1.05917,-2.20825, 0.74291,-1.84225,-0.96561,-1.18779,-0.09511, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234,-1.63111,-1.63111,-0.53505,-0.12087,-0.98393,-1.61631,-0.70819,-1.23677, 0.61654,-1.02413,-0.51513,-1.03103
KernelVectorAddCBTrigILP4,-1.32010,-0.18226, 1.11432,-0.18830,-0.90603,-0.20203,-0.07777,-0.40341,-0.51160,-0.12267,-0.75261,-0.13674,-0.60745,-0.20837,-0.59923,-0.65013,-0.71204,-0.59167,-1.02538,-0.77957, 0.48749, 0.33860,-0.25112, 0.86157,-0.67549,-0.88324,-0.37557,-0.74932,-0.33644,-0.74561,-0.33645,-0.77981, 0.64892,-0.12108,-0.13440,-0.12659,-0.12339,-0.10566,-0.12303, 0.99257, 0.65771,-0.61287,-0.44703,-0.28692,-0.47832,-0.13113,-0.12126,-0.13632,-0.12169,-0.12218,-0.12303,-0.13305,-0.13305,-0.12241,-0.12241,-0.13677,-0.37433,-0.42068,-0.60745, 0.61089,-0.12684,-0.84932,-0.44107,-0.35239,-1.18435,-0.09521, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550,-0.53505,-0.11999,-0.54225, 0.67680,-0.21339,-0.03621, 0.61654,-0.38043,-0.51513,-0.44709
KernelVectorAddCBTrigILP2_64, 0.83328,-0.18226,-1.43615,-0.18830,-0.90603,-0.12335, 0.11076,-0.28786, 0.45443,-0.12128,-0.48587,-0.13657,-0.32016,-0.20730,-0.20944, 0.94564,-0.80989,-0.65930,-0.67796,-0.54045, 0.81420, 0.57408,-0.20394, 0.91013,-0.76522, 0.07333,-0.25562,-0.84062, 0.20121,-0.83836, 0.20120, 2.73273,-1.07957,-0.12065,-0.13702,-0.12773,-0.12407,-0.11669,-0.12297, 0.63753, 1.05393,-0.91704, 0.13885, 0.10644,-0.51106,-0.13286,-0.12072,-0.14244,-0.12061,-0.12214,-0.12297,-0.13798,-0.13798,-0.12148,-0.12148,-0.13660,-0.18824,-0.44032,-0.32016,-0.35217,-0.08663,-3.38140,-0.77107,-0.34785, 0.05431,-0.09414, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550, 0.44184,-0.11944,-0.26390, 0.67845,-0.03918, 0.38646,-1.13998,-0.45176, 0.25336,-0.35965
KernelVectorAddCBTrigILP4, 1.43144,-0.18226,-0.58599,-0.18830, 1.03486,-0.18319,-0.07904,-0.48646,-0.51160,-0.11850, 0.04762,-0.11340, 0.58559,-0.01134,-0.21115,-0.65013,-0.40505,-0.37950,-0.74309,-0.58527, 0.45209, 0.32050,-0.43739, 0.89307,-0.33971,-0.70155,-0.12958,-0.42941, 0.30103,-0.43103, 0.30102, 0.84349, 0.64892,-0.11858,-0.06705,-0.09521,-0.10622,-0.11067,-0.11115, 0.25450, 0.72393,-0.53833,-0.57816,-0.37855,-0.48866,-0.07960,-0.11499,-0.04817,-0.11548,-0.11123,-0.11115,-0.06556,-0.06556,-0.11556,-0.11556,-0.11349,-0.43831,-0.41992, 0.58559,-0.88097, 0.34503, 1.22388,-0.44701,-0.21430, 1.10471,-0.08711, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550,-0.53505,-0.11755, 0.68908, 0.71224, 0.01118, 0.50867, 0.61654, 1.41410,-0.51513, 1.18082
KernelVectorAddCBTrigILP4_128,-0.60231,-0.18226, 1.11432,-0.18830,-0.90603,-0.29725, 0.13038,-0.00620, 2.38623,-0.11850, 0.04762,-0.13252,-0.21076,-0.19040,-0.04679, 1.71002,-0.58063,-0.50085, 1.04011, 0.64204, 0.89907, 0.59786, 0.75314, 0.06237,-0.34277, 1.40906, 0.08360,-0.21491, 1.55760,-0.20722, 1.55762,-0.77886,-1.94382,-0.12061,-0.13702,-0.12773,-0.12407,-0.11661,-0.12281, 1.38945,-0.08347,-0.22024, 0.99692, 0.18413,-0.17880,-0.13280,-0.12063,-0.14198,-0.12046,-0.12196,-0.12281,-0.13727,-0.13727,-0.12139,-0.12139,-0.13257, 1.71608,-0.25237,-0.21076,-0.81840, 0.13455, 0.39625, 0.21456,-0.19648, 0.50977,-0.09605, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,-3.64424, 0.10499, 0.61536, 0.61536, 2.39538,-0.11944,-0.26390, 0.13921, 0.28327, 1.16885,-2.01825,-0.45176, 0.44117,-0.32247
KernelVectorAddCBTrig,-0.24341,-0.18226, 1.11432,-0.18830, 1.03486,-0.22266,-0.09893,-0.32758,-0.51160,-0.11850, 0.04762,-0.11340, 0.50031,-0.01142, 0.01319,-0.65013, 0.14797, 0.00271,-0.23455,-0.23527, 0.41075, 0.29773,-0.42691, 0.87060, 0.23097, 0.16569, 0.29744, 0.14967, 1.39101, 0.14830, 1.39101, 1.86565, 0.64892,-0.11873,-0.07252,-0.09759,-0.10764,-0.07418,-0.11290, 0.44820, 0.31960,-0.51106,-0.10624,-0.22364, 0.63212,-0.08376,-0.11613,-0.06521,-0.11584,-0.11279,-0.11290,-0.07905,-0.07905,-0.11568,-0.11568,-0.11343,-0.20758, 0.53070, 0.50031, 2.45364, 1.76525, 1.03091, 1.04076, 0.79167,-1.17566,-0.09211, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550,-0.53505,-0.11775, 0.58703, 0.70878, 0.39156, 1.43161, 0.61654, 1.26538,-0.51513, 1.04591
KernelVectorAddCBTrigILP2,-0.00415,-0.18226, 1.53940,-0.18830,-0.90603,-0.31026,-0.08609,-0.36730,-0.51160,-0.12267,-0.75261,-0.13677,-0.60245,-0.21045,-0.60034,-0.65013,-0.45563,-0.41446,-0.78960,-0.61729, 0.49612, 0.34297,-0.06212, 0.85616,-0.44644,-0.67292,-0.10410,-0.48213, 0.30075,-0.47669, 0.30076,-0.77796, 0.64892,-0.12104,-0.13408,-0.12645,-0.12330,-0.10529,-0.12293, 0.63895, 0.78471,-0.67450,-0.39552,-0.43179,-0.44530,-0.13089,-0.12124,-0.13601,-0.12139,-0.12207,-0.12293,-0.13235,-0.13235,-0.12223,-0.12223,-0.13677,-0.35624,-0.39247,-0.60245, 1.24387, 0.44986, 0.79129,-0.26663,-0.17313, 1.08107,-0.09635, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550,-0.53505,-0.11998,-0.53627, 0.66855, 0.01753, 0.52408, 0.61654,-0.37171,-0.51513,-0.43918
KernelVectorAddCBTrigILP4_128,-0.24341,-0.18226, 0.68924,-0.18830, 1.03486,-0.20430, 0.09757,-0.43952, 2.38648,-0.10183, 3.24851,-0.09316, 2.25065, 0.11944, 2.06466, 1.73561,-0.46487,-0.42085, 1.46588, 0.93509, 0.91726, 0.56782, 0.10838, 0.11232, 0.02487, 1.86942, 0.21578, 0.07055, 2.09405, 0.06314, 2.09405, 0.73292,-1.94382,-0.11670,-0.07252,-0.09759,-0.10764,-0.11050,-0.11081, 1.00744,-0.07493,-0.08388, 0.03064,-0.36879,-0.30881,-0.08305,-0.11337,-0.06682,-0.11068,-0.11108,-0.11081,-0.08095,-0.08095,-0.11145,-0.11145,-0.09309, 1.02113,-0.31674, 2.25065,-0.89072, 0.31061, 0.83721, 0.26887,-0.17090, 0.81540,-0.08553, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550, 2.39563,-0.11514, 1.89617, 0.22239, 0.44608, 1.56387,-2.01825, 1.26538, 1.50528, 1.44589
KernelVectorAddCBTrigILP2_64,-1.43974,-0.18226,-0.58599,-0.18830,-0.90603, 0.10810, 0.10544,-0.38896, 0.45443,-0.12128,-0.48587,-0.13674,-0.32016,-0.20632,-0.58805, 0.94642,-1.00650,-0.79519,-1.03955,-0.78932, 0.81277, 0.58080,-0.37330, 1.04372,-0.96086,-1.11317,-0.52252,-1.05614,-0.58846,-1.05750,-0.58848, 1.27913,-1.07957,-0.12066,-0.13702,-0.12773,-0.12407,-0.10763,-0.12301, 0.49474, 1.29336,-1.06148,-0.51815,-0.63892,-0.60872,-0.13288,-0.12076,-0.14253,-0.12063,-0.12219,-0.12301,-0.13810,-0.13810,-0.12149,-0.12149,-0.13677,-0.48723,-0.48647,-0.32016,-0.76391,-1.61106, 1.14956,-1.62971,-0.79570,-1.17817,-0.08876, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550, 0.44184,-0.11944,-0.26390, 0.71081,-0.31571,-0.28449,-1.13998,-0.45176, 0.19427,-0.37135
KernelVectorAddCBTrigILP2, 0.11549,-0.18226,-1.43615,-0.18830,-0.90603,-0.02002,-0.09852,-0.34563,-0.51160,-0.12267,-0.75261,-0.13678,-0.64278,-0.20741,-0.62919,-0.65013,-0.84522,-0.68372,-1.14785,-0.86386, 0.42157, 0.30471,-0.33393, 0.88632,-0.80191,-1.06905,-0.52852,-0.88810,-0.74311,-0.88902,-0.74312, 2.47149, 0.64892,-0.12115,-0.13667,-0.12757,-0.12398,-0.11698,-0.12355, 0.49373, 0.86256,-0.68654,-0.59533, 0.00262,-0.57177,-0.13286,-0.12149,-0.13984,-0.12189,-0.12272,-0.12355,-0.13583,-0.13583,-0.12259,-0.12259,-0.13677,-0.48334,-0.46939,-0.64278,-0.47792,-0.85040,-2.48440,-1.15187,-0.57562,-0.13652,-0.09297, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550,-0.53505,-0.12008,-0.58453, 0.71300,-0.36466,-0.40324, 0.61654,-0.44205,-0.51513,-0.50299
