kernel,blksz_x,blksz_y,grdsz_x,grdsz_y,numele,inst_per_warp,warp_nonpred_execution_efficiency,inst_replay_overhead,gld_transactions_per_request,gld_transactions,gst_transactions,l2_read_transactions,l2_write_transactions,dram_read_transactions,dram_write_transactions,global_hit_rate,gld_requested_throughput,gst_requested_throughput,gld_throughput,gst_throughput,local_memory_overhead,tex_cache_hit_rate,l2_tex_read_hit_rate,l2_tex_write_hit_rate,dram_read_throughput,dram_write_throughput,tex_cache_throughput,l2_tex_read_throughput,l2_tex_write_throughput,l2_read_throughput,l2_write_throughput,sysmem_write_throughput,gld_efficiency,tex_cache_transactions,flop_count_sp,flop_count_sp_add,flop_count_sp_mul,inst_executed,inst_issued,stall_inst_fetch,stall_exec_dependency,stall_memory_dependency,stall_other,stall_constant_memory_dependency,stall_pipe_busy,inst_fp_32,inst_integer,inst_control,inst_compute_ld_st,inst_misc,issue_slots,cf_issued,cf_executed,ldst_issued,ldst_executed,l2_tex_read_transactions,stall_memory_throttle,stall_not_selected,l2_tex_write_transactions,ipc,issued_ipc,sm_efficiency,achieved_occupancy,eligible_warps_per_cycle,flop_sp_efficiency,duration,shared_load_transactions_per_request,shared_store_transactions_per_request,shared_store_transactions,shared_load_transactions,shared_load_throughput,shared_store_throughput,stall_texture,stall_sync,shared_efficiency,branch_efficiency,warp_execution_efficiency,local_load_transactions_per_request,local_store_transactions_per_request,gst_transactions_per_request,local_load_transactions,local_store_transactions,local_hit_rate,local_load_throughput,local_store_throughput,gst_efficiency,flop_count_sp_fma,flop_count_sp_special,inst_bit_convert
KernelMatMultFast,-1.55937, 7.69763,-1.46272, 4.34587,-1.55183, 1.51918, 0.81005,-0.62729,-0.51160, 0.12583,-0.16277, 1.21813,-0.85558, 1.96222,-0.37705,-0.56136,-1.10226, 1.32824,-1.38422, 0.97856,-1.56814,-1.37604, 4.09898,-1.47594,-1.21283, 0.81094, 0.35115,-1.15945,-0.67380,-1.16685,-0.67379,-0.77642, 0.64892, 1.06521, 5.10695, 5.11767, 5.12135, 2.64365, 5.30407,-1.45472,-0.81011,-1.45244, 0.52965,-0.71450, 8.60538, 5.11182, 5.39846, 5.50482, 1.46918, 5.79033, 5.30407, 5.39082, 5.39082, 1.99278, 1.99278, 1.22506,-0.48003, 8.75183,-0.85558,-0.42131, 2.00542, 1.20352, 2.20992, 8.87371,-0.65057, 2.72108, 1.15790, 1.01249,11379745,416451737,624.37946,17.06147, 0.00038, 1.47864,45.97369, 0.27248, 0.11234,-1.63111,-1.63111,-0.53505,-0.12087,-0.98393,-1.61631,-0.70819,-1.23677, 0.61654,-1.02413,-0.51513,-1.03103
KernelMatMultFast,-1.64909, 1.59707,-1.44944, 4.67563,-1.55268, 0.22699, 0.83830,-0.63090,-0.51613,-0.10494,-0.95789,-0.07038,-1.01863,-0.27118,-0.72040, 0.34229,-0.70954, 5.80626,-1.02556, 5.07923,-1.55784,-0.09674, 5.15214, 1.06739,-1.16674, 5.52069, 0.31421,-0.93422, 1.32797,-0.93823, 1.32964,-0.47590, 0.66521,-0.09378,-0.05733,-0.03677,-0.02863,-0.05768,-0.00696,-1.43965,-0.36165,-1.41259, 0.29456,-0.71466, 6.31710,-0.04847,-0.00125,-0.03504,-0.08775, 0.00526,-0.00696,-0.03136,-0.03136,-0.07466,-0.07466,-0.07078,-0.48771, 6.60581,-1.01863,-0.32545, 1.60257, 1.11672, 2.13166, 5.32305,-0.78355,-0.03280, 1.15525, 1.00259,866240,7985060,489.44935,53.09673, 0.00000, 4.66057,24.40320, 0.27248, 0.11234,-1.63111,-1.63111,-0.53505,-0.12087,-0.98393,-1.61631,-0.70819,-1.23677, 0.61654,-1.02413,-0.51513,-1.03103
KernelMatMultFast,-1.61918, 3.63059,-1.44944, 4.67563,-1.55237, 0.70187, 0.82025,-0.62729,-0.52372,-0.04819,-0.77352, 0.24383,-0.98082,-0.14907,-0.61351,-0.33678,-0.94085, 3.07780,-1.23976, 2.58068,-1.53416,-1.00922, 5.06240,-0.08016,-1.23689, 3.48779, 0.34067,-1.02461, 0.10828,-1.02839, 0.10851,-0.73787, 0.69283, 0.07051, 0.65101, 0.67022, 0.67775, 0.32744, 0.75021,-1.45184,-0.72697,-1.43987, 0.36087,-0.71415, 8.12607, 0.65933, 0.76841, 0.76793, 0.13575, 0.83052, 0.75021, 0.74701, 0.74701, 0.22600, 0.22600, 0.24044,-0.48777, 8.18953,-0.98082,-0.41350, 1.99676, 0.81845, 2.17811, 8.08795,-0.69460, 0.35722, 1.11763, 1.00429,3470817,61800255,566.71569,31.82780, 0.00000, 2.54418,29.12163, 0.27248, 0.11234,-1.63111,-1.63111,-0.53505,-0.12087,-0.98393,-1.61631,-0.70819,-1.23677, 0.61654,-1.02413,-0.51513,-1.03103
KernelMatMultFast,-1.55937, 7.69763,-1.44944, 4.67563,-1.55175, 1.65162, 0.81004,-0.62729,-0.51160, 0.18329,-0.03603, 1.50083,-0.82959, 2.64012,-0.33650,-0.57103,-1.10196, 1.17745,-1.38393, 0.84048,-1.60191,-1.25327, 4.07733,-1.47594,-1.21060, 0.60018, 0.35321,-1.16453,-0.74121,-1.16995,-0.74121,-0.77782, 0.64892, 1.33815, 6.31777, 6.32619, 6.32882, 8.93787, 6.55276,-1.45470,-0.81144,-1.45179, 0.51382,-0.71356, 8.61090, 6.32172, 6.66809, 6.80895, 1.83531, 7.15048, 6.55276, 6.66591, 6.66591, 2.47960, 2.47960, 1.49160,-0.48013, 8.75505,-0.82959, 2.68375, 2.00612, 1.18337, 2.20998, 8.88114,-0.65167, 3.30687, 1.15527, 1.01214,13991794,511055259,624.00875,17.08426, 0.00036, 1.46606,46.07587, 0.27248, 0.11234,-1.63111,-1.63111,-0.53505,-0.12087,-0.98393,-1.61631,-0.70819,-1.23677, 0.61654,-1.02413,-0.51513,-1.03103
KernelMatMultFast,-1.64909, 1.59707,-1.43615, 5.00539,-1.55266, 0.26445, 0.83825,-0.63090,-0.51947,-0.10094,-0.94942,-0.04885,-1.01689,-0.27102,-0.71817, 0.19491,-0.71633, 5.30650,-1.03359, 4.62158,-1.60191,-0.26230, 5.23313, 0.61773,-1.09195, 4.67657, 0.16523,-0.91643, 1.10456,-0.91734, 1.10592,-0.53312, 0.67733,-0.09161,-0.03572,-0.01520,-0.00707,-0.04462, 0.01872,-1.43484,-0.25021,-1.40666, 0.30503,-0.71406, 6.35529,-0.02687, 0.02485,-0.00666,-0.08005, 0.03330, 0.01872,-0.00452,-0.00452,-0.06395,-0.06395,-0.05005,-0.48771, 7.29873,-1.01689,-0.32089, 1.90698,-0.15719, 2.09062, 6.13010,-0.77513,-0.01718, 1.15107, 1.00245,1051142,9655907,481.93057,52.46296, 0.00000, 0.76823,24.48331, 0.27248, 0.11234,-1.63111,-1.63111,-0.53505,-0.12087,-0.98393,-1.61631,-0.70819,-1.23677, 0.61654,-1.02413,-0.51513,-1.03103
KernelMatMultFast,-1.61918, 3.63059,-1.43615, 5.00539,-1.55233, 0.77099, 0.82023,-0.62729,-0.51723,-0.03135,-0.73965, 0.30091,-0.97388,-0.01856,-0.59513,-0.21232,-0.95129, 2.70817,-1.24718, 2.24221,-1.60191,-0.80311, 4.89753,-0.08016,-1.22900, 3.03754, 0.27649,-1.05086,-0.05694,-1.05554,-0.05677,-0.74713, 0.66919, 0.10644, 0.82395, 0.84284, 0.85021, 0.42274, 0.93759,-1.45312,-0.77556,-1.44246, 0.35827,-0.71481, 8.26510, 0.83213, 0.95890, 0.96777, 0.19116, 1.03478, 0.93759, 0.94000, 0.94000, 0.30091, 0.30091, 0.29805,-0.48777, 8.39877,-0.97388,-0.44853, 2.00196, 0.71674, 2.18560, 8.42505,-0.69940, 0.48073, 1.11486, 1.00421,4211961,74817009,548.18259,30.86095, 0.00000, 2.52476,29.19015, 0.27248, 0.11234,-1.63111,-1.63111,-0.53505,-0.12087,-0.98393,-1.61631,-0.70819,-1.23677, 0.61654,-1.02413,-0.51513,-1.03103
KernelMatMultFast,-1.55937, 7.69763,-1.43615, 5.00539,-1.55166, 1.78406, 0.81002,-0.62729,-0.51160, 0.24895, 0.09945, 1.82898,-0.80181, 3.47267,-0.27366,-0.49793,-1.10123, 1.05017,-1.38326, 0.72392,-1.58929,-1.25707, 3.94820,-1.47594,-1.20815, 0.50821, 0.35813,-1.16364,-0.79811,-1.17138,-0.79812,-0.77888, 0.64892, 1.65002, 7.70130, 7.70709, 7.70852,10.87237, 7.97950,-1.45494,-0.81886,-1.45318, 0.51445,-0.71467, 8.62730, 7.70418, 8.11878, 8.29904, 2.25364, 8.70459, 7.97950, 8.12278, 8.12278, 3.03582, 3.03582, 1.84299,-0.48000, 8.80095,-0.80181, 2.68599, 2.00847, 1.24703, 2.21144, 8.95380,-1.21994, 4.09133, 1.15681, 1.01227,16983135,621058797,627.32061,17.15437, 0.00039, 1.46031,46.01599, 0.27248, 0.11234,-1.63111,-1.63111,-0.53505,-0.12087,-0.98393,-1.61631,-0.70819,-1.23677, 0.61654,-1.02413,-0.51513,-1.03103
KernelMatMultFast,-1.64909, 1.59707,-1.42287, 5.33515,-1.55264, 0.30191, 0.83821,-0.62729,-0.51756,-0.09627,-0.94041,-0.00531,-1.01505,-0.27087,-0.71515,-0.29815,-0.68228, 5.29067,-1.00143, 4.60708,-1.57687,-0.91852, 5.26209, 0.67803,-1.03724, 4.49254, 0.38444,-0.79586, 1.09749,-0.79306, 1.09868,-0.56232, 0.67039,-0.08053,-0.01122, 0.00925, 0.01735,-0.02982, 0.04782,-1.44744,-0.65829,-1.40569, 0.20288,-0.70879, 7.41274,-0.00239, 0.05442, 0.02548,-0.07131, 0.06506, 0.04782, 0.02589, 0.02589,-0.05182,-0.05182,-0.00766,-0.48774, 7.47795,-1.01505,-0.38105, 1.88907, 1.11311, 2.08586, 7.06662,-0.75344,-0.00355, 1.14748, 1.00256,1260948,11545769,509.16964,55.60794, 0.00000, 4.44855,24.55212, 0.27248, 0.11234,-1.63111,-1.63111,-0.53505,-0.12087,-0.98393,-1.61631,-0.70819,-1.23677, 0.61654,-1.02413,-0.51513,-1.03103
KernelMatMultFast,-1.61918, 3.63059,-1.42287, 5.33515,-1.55228, 0.84011, 0.82021,-0.63090,-0.52207,-0.01342,-0.70359, 0.40979,-0.96648, 0.06798,-0.57864,-0.30888,-0.94528, 2.55340,-1.24325, 2.10048,-1.51543,-1.05085, 4.67812,-0.08016,-1.22621, 2.77146, 0.32075,-1.02533,-0.12613,-1.03884,-0.12599,-0.75270, 0.68679, 0.15730, 1.01992, 1.03843, 1.04564, 0.53073, 1.14991,-1.45318,-0.77903,-1.44170, 0.34914,-0.71284, 8.29218, 1.02795, 1.17474, 1.19420, 0.25395, 1.26623, 1.14991, 1.15865, 1.15865, 0.38579, 0.38579, 0.42190,-0.48778, 8.37844,-0.96648,-0.35435, 1.93423, 1.00077, 2.18391, 8.27643,-0.69326, 0.57587, 1.12698, 1.00447,5053396,90715517,564.12026,31.42487, 0.00000, 2.54653,28.89248, 0.27248, 0.11234,-1.63111,-1.63111,-0.53505,-0.12087,-0.98393,-1.61631,-0.70819,-1.23677, 0.61654,-1.02413,-0.51513,-1.03103
KernelMatMultFast,-1.55937, 7.69763,-1.42287, 5.33515,-1.55158, 1.91650, 0.81001,-0.62729,-0.51160, 0.32335, 0.24367, 2.26539,-0.77224, 4.42965,-0.23582,-0.53278,-1.09906, 0.95286,-1.38127, 0.63481,-1.60191,-1.20813, 3.98474,-1.47594,-1.20574, 0.34080, 0.37289,-1.16366,-0.84161,-1.16592,-0.84162,-0.77967, 0.64892, 2.00341, 9.26905, 9.27184, 9.27193,13.06440, 9.59618,-1.45526,-0.83280,-1.45207, 0.50728,-0.71407, 8.67554, 9.27071, 9.76260, 9.98749, 2.72764,10.46559, 9.59618, 9.77353, 9.77353, 3.66609, 3.66609, 2.21140,-0.48016, 8.83016,-0.77224, 2.68935, 2.01183, 1.36747, 2.21132, 9.03176,-1.22042, 4.86699, 1.14671, 1.01393,20403911,738429125,629.16213,17.38470, 0.00039, 1.47404,46.40861, 0.27248, 0.11234,-1.63111,-1.63111,-0.53505,-0.12087,-0.98393,-1.61631,-0.70819,-1.23677, 0.61654,-1.02413,-0.51513,-1.03103
KernelMatMultFast,-1.64909, 1.59707,-1.40959, 5.66491,-1.55262, 0.33938, 0.83817,-0.62729,-0.52042,-0.09117,-0.93085, 0.01061,-1.01308,-0.26964,-0.71088,-0.12837,-0.75030, 4.27322,-1.06506, 3.67537,-1.54119,-0.74587, 5.19213, 0.63342,-0.64138, 3.56154, 0.19978,-0.88007, 0.64266,-0.88666, 0.64355,-0.61830, 0.68078,-0.07451, 0.01633, 0.03676, 0.04483,-0.01317, 0.08055,-1.44965,-0.74641,-1.41336, 0.30361,-0.71352, 8.24866, 0.02514, 0.08768, 0.06164,-0.06149, 0.10078, 0.08055, 0.06009, 0.06009,-0.03817,-0.03817, 0.01060,-0.48775, 8.57705,-1.01308,-0.42755, 1.68792,-0.06694, 2.12791, 7.83453,-0.82208, 0.02944, 1.14493, 1.00246,1496665,13675007,450.75387,49.33288, 0.00000, 1.05430,24.60164, 0.27248, 0.11234,-1.63111,-1.63111,-0.53505,-0.12087,-0.98393,-1.61631,-0.70819,-1.23677, 0.61654,-1.02413,-0.51513,-1.03103
KernelMatMultFast,-1.61918, 3.63059,-1.40959, 5.66491,-1.55224, 0.90923, 0.82019,-0.62729,-0.52268, 0.00719,-0.66535, 0.53699,-0.95864, 0.15222,-0.56395,-0.27094,-0.94405, 2.36872,-1.24233, 1.93136,-1.58566,-1.02424, 4.73650,-0.08016,-1.22495, 2.43346, 0.31521,-1.02633,-0.20869,-1.02644,-0.20857,-0.75753, 0.68904, 0.20684, 1.24035, 1.25845, 1.26546, 0.65220, 1.38872,-1.45359,-0.79771,-1.44053, 0.34039,-0.71243, 8.35828, 1.24822, 1.41752, 1.44890, 0.32456, 1.52656, 1.38872, 1.40458, 1.40458, 0.48126, 0.48126, 0.52335,-0.48778, 8.41283,-0.95864,-0.50813, 1.94707, 1.07567, 2.18049, 8.30989,-0.69531, 0.70565, 1.11327, 1.00418,5996955,106374239,559.26680,31.52923, 0.00000, 2.57850,29.22975, 0.27248, 0.11234,-1.63111,-1.63111,-0.53505,-0.12087,-0.98393,-1.61631,-0.70819,-1.23677, 0.61654,-1.02413,-0.51513,-1.03103
KernelMatMultFast,-1.55937, 7.69763,-1.40959, 5.66491,-1.55150, 2.04893, 0.81000,-0.62729,-0.51160, 0.40704, 0.39663, 2.62120,-0.74087, 5.64270,-0.17141,-0.49119,-1.10127, 0.82333,-1.38330, 0.51619,-1.58774,-1.18433, 3.83729,-1.47594,-1.20369, 0.23314, 0.35781,-1.16687,-0.89951,-1.17428,-0.89953, 2.85872, 0.64892, 2.40090,11.03252,11.03196,11.03051,15.53006,11.41466,-1.45501,-0.82261,-1.45302, 0.49964,-0.71412, 8.64616,11.03283,11.61163,11.88669, 3.26079,12.44639,11.41466,11.63028,11.63028, 4.37503, 4.37503, 2.63595,-0.48016, 8.80006,-0.74087, 2.68783, 2.01040, 1.21582, 2.21380, 8.96560,-0.64929, 5.88389, 1.16885, 1.01371,24215476,893478844,633.71618,17.17527, 0.00039, 1.47257,45.55305, 0.27248, 0.11234,-1.63111,-1.63111,-0.53505,-0.12087,-0.98393,-1.61631,-0.70819,-1.23677, 0.61654,-1.02413,-0.51513,-1.03103
